ID,CLV,Annual_Margin,Expected_Tenure_Years,Churn_Probability,Claims_Probability,Expected_Claim_Cost,Loss_Ratio,Premium,Strategic_Segment,Retention_Action
8436,-18.273425028554165,108.61528900146487,1.2554444,0.54910946,0.60916936,116.85221,0.3570295792677294,327.29,EXIT,Gradual Exit + Non-renewal
8437,-33.09342672967512,54.49984374999997,1.8318976,0.4206694,0.8389621,179.28516,0.5298337852414445,338.38,EXIT,Gradual Exit + Non-renewal
8437,-83.03502776340288,44.52217590332032,0.8071772,0.71029305,0.8389621,181.22282,0.5530819266821696,327.66,EXIT,Gradual Exit + Non-renewal
8438,525.4829673221428,158.70059608459474,6.7159276,0.13834453,0.32109565,18.976904,0.07199948368708606,263.57,MANAGE,Risk Mitigation + Premium Adjustment
8438,509.3573051903124,149.270470123291,7.1372895,0.13073672,0.32109565,18.52203,0.07397272206042169,250.39,MANAGE,Risk Mitigation + Premium Adjustment
8438,633.9263386885483,155.3855960845947,9.525292,0.09966073,0.32109565,18.976904,0.07322748954429974,259.15,MANAGE,Risk Mitigation + Premium Adjustment
8439,852.7196001809386,189.51210110196845,11.039001,0.08660598,0.0001554096,0.00039889803,1.4279507125919696e-06,279.35,PROTECT,VIP Treatment + Loyalty Rewards
8439,473.37720489045205,194.75460110196843,4.395667,0.20347503,0.0001554096,0.00039889803,1.3930922384667417e-06,286.34,PROTECT,VIP Treatment + Loyalty Rewards
8439,124.98919273267548,192.60960110196845,1.7583392,0.43374938,0.0001554096,0.00039889803,1.4071470000090544e-06,283.48,PROTECT,VIP Treatment + Loyalty Rewards
8440,4.559458376166445,243.33834940776228,0.8670331,0.6844249,0.0014856056,0.046650592,0.0001328395473481148,351.18,DEVELOP,Cross-sell + Value Enhancement
8440,-1.825823988773587,257.72334940776227,0.8070324,0.7103574,0.0014856056,0.046650592,0.00012596012592534548,370.36,DEVELOP,Cross-sell + Value Enhancement
8441,628.3619380640137,159.58203430175783,8.846017,0.1068897,0.42691803,29.555466,0.10599055297917226,278.85,MANAGE,Risk Mitigation + Premium Adjustment
8442,641.3854755764131,123.06853016685696,19.715134,0.04945756,0.0011919729,0.008969833,4.701909704385091e-05,190.77,PROTECT,VIP Treatment + Loyalty Rewards
8442,253.35868599267673,122.55853016685694,4.2816463,0.208286,0.0011919729,0.008969833,4.718729624417612e-05,190.09,PROTECT,VIP Treatment + Loyalty Rewards
8443,-82.54220552164097,228.235,0.3852814,0.92539185,0.00017917398,0.0,0.0,330.98,DEVELOP,Cross-sell + Value Enhancement
8444,1385.5758853867908,244.16500000000002,20.572271,0.047446623,0.00016016586,0.0,0.0,352.22,PROTECT,VIP Treatment + Loyalty Rewards
8444,66.44209729521496,233.82999999999998,1.2068309,0.56334704,0.00016016586,0.0,0.0,338.44,DEVELOP,Cross-sell + Value Enhancement
8445,1186.3748062511584,256.705,10.950422,0.08727505,0.00010366266,0.0,0.0,368.94,PROTECT,VIP Treatment + Loyalty Rewards
8445,999.1446398714932,260.8525,7.558858,0.1239176,0.00010366266,0.0,0.0,374.47,PROTECT,VIP Treatment + Loyalty Rewards
8445,706.6505557905602,255.235,4.821574,0.1873064,0.00010366266,0.0,0.0,366.98,PROTECT,VIP Treatment + Loyalty Rewards
8446,759.1284438786257,340.37758357111363,3.6549928,0.2393625,0.00087317964,0.012416429,2.5839567315312516e-05,480.52,PROTECT,VIP Treatment + Loyalty Rewards
8446,1087.0482845245306,340.37758357111363,5.537549,0.16521852,0.00087317964,0.012416429,2.5839567315312516e-05,480.52,PROTECT,VIP Treatment + Loyalty Rewards
8446,878.6259545972309,333.1623996591195,4.382974,0.20399956,0.00087317964,0.012600341,2.6757997197820315e-05,470.9,PROTECT,VIP Treatment + Loyalty Rewards
8447,1168.0500666457654,189.01749999999998,35.4421,0.027820716,8.307986e-05,0.0,0.0,278.69,PROTECT,VIP Treatment + Loyalty Rewards
8447,100.36480333812308,187.70499999999998,1.6350565,0.45751765,8.307986e-05,0.0,0.0,276.94,PROTECT,VIP Treatment + Loyalty Rewards
8448,247.39962699823667,98.89750000000001,5.5970373,0.16361474,0.00014696522,0.0,0.0,158.53,PROTECT,VIP Treatment + Loyalty Rewards
8448,-93.47547368135216,198.13750000000002,0.29437727,0.9665265,0.00014696522,0.0,0.0,290.85,DEVELOP,Cross-sell + Value Enhancement
8449,373.7960958133354,115.92815551757815,7.1520057,0.13048606,0.7333627,121.359344,0.35376576149955363,343.05,MANAGE,Risk Mitigation + Premium Adjustment
8449,-25.6599874231856,135.37261260986327,1.0118606,0.62778306,0.7333627,121.20489,0.3286733936874928,368.77,EXIT,Gradual Exit + Non-renewal
8449,89.21643906546859,135.37261260986327,2.0452003,0.38672978,0.7333627,121.20489,0.3286733936874928,368.77,EXIT,Gradual Exit + Non-renewal
8450,-10.635555763670544,183.57666582107544,0.93656325,0.65621316,0.11156825,1.4883342,0.005443399089037234,273.42,EXIT,Gradual Exit + Non-renewal
8450,-11.43293514102331,183.57666582107544,0.9312972,0.6582826,0.11156825,1.4883342,0.005443399089037234,273.42,EXIT,Gradual Exit + Non-renewal
8450,76.208478484719,183.57666582107544,1.504569,0.48554245,0.11156825,1.4883342,0.005443399089037234,273.42,EXIT,Gradual Exit + Non-renewal
8451,-32.3673006836138,159.00890943527222,0.8617092,0.6866656,0.24317163,4.1485906,0.01698779969996226,244.21,EXIT,Gradual Exit + Non-renewal
8451,-5.37458326763036,149.84390943527222,1.1107072,0.5935634,0.24317163,4.1485906,0.017882626685321708,231.99,EXIT,Gradual Exit + Non-renewal
8451,91.87466803388995,148.10390943527221,1.9164431,0.40654865,0.24317163,4.1485906,0.018063267142978113,229.67,EXIT,Gradual Exit + Non-renewal
8452,-153.06309095939002,-171.8656640625,0.71658313,0.7522937,0.8046572,383.55566,1.2416019165560663,308.92,EXIT,Gradual Exit + Non-renewal
8453,109.55492038864374,216.27774629592898,1.5155063,0.48306882,0.2484049,4.3222537,0.013473359426655377,320.8,MANAGE,Risk Mitigation + Premium Adjustment
8453,20.165307514543233,217.49274629592895,1.0158944,0.6263195,0.2484049,4.3222537,0.013405662502546507,322.42,EXIT,Gradual Exit + Non-renewal
8454,336.0371033084855,176.61249999999998,3.5649254,0.24460223,0.00052923424,0.0,0.0,262.15,PROTECT,VIP Treatment + Loyalty Rewards
8455,-91.04101549558511,23.078795166015595,0.8160156,0.70637935,0.8245983,220.8912,0.6276031504545527,351.96,EXIT,Gradual Exit + Non-renewal
8455,-98.50216835876873,1.5742980957031705,1.4943844,0.48786747,0.8245983,217.3757,0.6822840612187597,318.6,EXIT,Gradual Exit + Non-renewal
8455,-90.924743494697,2.7742980957031023,5.0535865,0.17953113,0.8245983,217.3757,0.6788747717186037,320.2,EXIT,Gradual Exit + Non-renewal
8456,211.23785432989237,302.97072340011596,1.586211,0.46763882,0.022003734,1.7267766,0.0039885815256139176,432.93,PROTECT,VIP Treatment + Loyalty Rewards
8457,250.30718147214242,47.15950988769532,130.73747,0.007619728,0.786393,136.51799,0.5026990835228659,271.57,MANAGE,Risk Mitigation + Premium Adjustment
8457,-72.3308891170584,48.1795098876953,1.0420942,0.6169563,0.786393,136.51799,0.5001941527582335,272.93,EXIT,Gradual Exit + Non-renewal
8458,796.1824739327858,198.90823760986328,8.611828,0.10963107,0.7422522,110.43926,0.2514955990028846,439.13,MANAGE,Risk Mitigation + Premium Adjustment
8458,14.294630940057028,223.62073760986328,0.965985,0.6448492,0.7422522,110.43926,0.23394183695589035,472.08,EXIT,Gradual Exit + Non-renewal
8458,71.80607969529322,247.3013793945313,1.1863921,0.56953603,0.7422522,115.08612,0.22572544984891388,509.85,EXIT,Gradual Exit + Non-renewal
8459,-303.027804925725,-127.05674804687501,2.3034337,0.3521749,0.80874026,258.16675,1.2813517373777794,201.48,EXIT,Gradual Exit + Non-renewal
8459,-130.4415129219711,-52.666473999023424,1.0465552,0.6153863,0.80874026,230.46397,0.8738633223335359,263.73,EXIT,Gradual Exit + Non-renewal
8460,142.98721901661418,162.8495617675781,2.1658382,0.3697981,0.5703097,67.41794,0.2020376344284272,333.69,MANAGE,Risk Mitigation + Premium Adjustment
8460,-89.76343892873498,162.8495617675781,0.35983735,0.9379015,0.5703097,67.41794,0.2020376344284272,333.69,EXIT,Gradual Exit + Non-renewal
8461,-1348.1125969502702,-171.33113647460937,86.73362,0.01146336,0.84918195,382.75864,1.2404272498123907,308.57,EXIT,Gradual Exit + Non-renewal
8461,-108.48669831069934,-164.38613647460937,0.33723786,0.94845325,0.84918195,382.75864,1.2042873123198232,317.83,EXIT,Gradual Exit + Non-renewal
8462,58.289396347256286,69.7675,3.250095,0.2648519,9.5075506e-05,0.0,0.0,119.69,DEVELOP,Cross-sell + Value Enhancement
8462,-59.818923348265905,70.66,1.0353187,0.61935425,9.5075506e-05,0.0,0.0,120.88,DEVELOP,Cross-sell + Value Enhancement
8462,-36.70546276345556,71.56,1.4137645,0.50704205,9.5075506e-05,0.0,0.0,122.08,DEVELOP,Cross-sell + Value Enhancement
8463,48.66335298060416,103.435,2.0955095,0.37948835,8.491503e-05,0.0,0.0,164.58,DEVELOP,Cross-sell + Value Enhancement
8463,124.70678333470359,104.67249999999999,3.066408,0.27827746,8.491503e-05,0.0,0.0,166.23,PROTECT,VIP Treatment + Loyalty Rewards
8464,17.75230660891213,225.44306831359862,0.97951674,0.6397336,0.35931835,9.294432,0.02736473336199431,339.65,EXIT,Gradual Exit + Non-renewal
8464,78.21167395331922,369.5684249877929,0.9310096,0.6583959,0.35931835,22.481575,0.04092023118348568,549.4,EXIT,Gradual Exit + Non-renewal
8464,81.00304136629111,225.44306831359862,1.3158295,0.53232276,0.35931835,9.294432,0.02736473336199431,339.65,EXIT,Gradual Exit + Non-renewal
8465,1332.37444721277,223.66359825193882,26.436167,0.037120443,0.00619049,0.14640175,0.00045035606023495793,325.08,PROTECT,VIP Treatment + Loyalty Rewards
8466,1166.0990734078464,253.9975,10.807513,0.088376515,0.00020356143,0.0,0.0,365.33,PROTECT,VIP Treatment + Loyalty Rewards
8466,752.6888244971568,256.75,5.1614685,0.17613065,0.00020356143,0.0,0.0,369.0,PROTECT,VIP Treatment + Loyalty Rewards
8466,171.41422776293447,259.5175,1.6087579,0.4629143,0.00020356143,0.0,0.0,372.69,PROTECT,VIP Treatment + Loyalty Rewards
8467,29.23388297498254,111.29329014480115,1.7498358,0.43531215,0.0025370521,0.16670986,0.0009511059744343916,175.28,DEVELOP,Cross-sell + Value Enhancement
8468,1211.4690942218258,210.10692447128707,23.1466,0.04228291,6.839345e-05,0.0005755287,1.8758473092245894e-06,306.81,PROTECT,VIP Treatment + Loyalty Rewards
8468,697.815506628279,205.50942447128705,6.547786,0.14163287,6.839345e-05,0.0005755287,1.914090438150846e-06,300.68,PROTECT,VIP Treatment + Loyalty Rewards
8468,332.0444608299587,202.11942447128706,3.052813,0.27932483,6.839345e-05,0.0005755287,1.9433033257131155e-06,296.16,PROTECT,VIP Treatment + Loyalty Rewards
8469,150.0177289032519,479.72068041384216,0.9781391,0.6402513,0.0057434104,0.19931959,0.000299027223592473,666.56,PROTECT,VIP Treatment + Loyalty Rewards
8470,349.7786353471436,186.97750000000002,3.4632506,0.25079757,8.041132e-05,0.0,0.0,275.97,PROTECT,VIP Treatment + Loyalty Rewards
8470,268.7814637904363,178.63,2.9458387,0.28784657,8.041132e-05,0.0,0.0,264.84,PROTECT,VIP Treatment + Loyalty Rewards
8470,228.16413608678704,175.63750000000002,2.6679223,0.3125894,8.041132e-05,0.0,0.0,260.85,PROTECT,VIP Treatment + Loyalty Rewards
8470,264.67265634597464,173.6875,2.9969673,0.2837104,8.041132e-05,0.0,0.0,258.25,PROTECT,VIP Treatment + Loyalty Rewards
8471,388.7852652833097,163.68924670899054,4.4756455,0.20023029,0.00027277443,0.000753291,3.0756614790937638e-06,244.92,PROTECT,VIP Treatment + Loyalty Rewards
8471,31.427986981290505,167.36386676471216,1.2947568,0.5380718,0.00027277443,0.0011332353,4.53620722060918e-06,249.82,DEVELOP,Cross-sell + Value Enhancement
8472,-62.82881348335834,145.45,0.64805037,0.7862803,0.00019304357,0.0,0.0,220.6,DEVELOP,Cross-sell + Value Enhancement
8473,27.41767182353389,120.34,1.6245432,0.45966053,0.00021986112,0.0,0.0,187.12,DEVELOP,Cross-sell + Value Enhancement
8474,24.117799910320475,195.52137657165525,1.1146734,0.5922593,0.38685575,22.251123,0.07018617616107223,317.03,EXIT,Gradual Exit + Non-renewal
8474,31.712734293321184,178.17387657165526,1.2396455,0.55366355,0.38685575,22.251123,0.07570984494162888,293.9,EXIT,Gradual Exit + Non-renewal
8474,175.61028288875136,184.08387657165525,2.172416,0.36891645,0.38685575,22.251123,0.07373292938016014,301.78,MANAGE,Risk Mitigation + Premium Adjustment
8475,626.0034968615777,124.24732101384376,17.464893,0.055649314,9.084457e-05,0.00017898616,9.306200605360557e-07,192.33,PROTECT,VIP Treatment + Loyalty Rewards
8475,282.5140000835219,127.84732101384375,4.4869957,0.19977815,9.084457e-05,0.00017898616,9.079600073195333e-07,197.13,PROTECT,VIP Treatment + Loyalty Rewards
8476,14.439772375743813,249.85889331296084,0.9016085,0.6701538,0.0011277276,0.036106687,0.00010033537219790164,359.86,DEVELOP,Cross-sell + Value Enhancement
8476,168.82642338893083,321.77639331296086,1.354868,0.5219688,0.0011277276,0.036106687,7.922476585658121e-05,455.75,PROTECT,VIP Treatment + Loyalty Rewards
8477,987.2736452459593,317.43749652385713,5.3936734,0.16923007,0.092764035,1.2925035,0.002861800274871321,451.64,MANAGE,Risk Mitigation + Premium Adjustment
8477,789.6404222185404,317.43749652385713,4.1344295,0.21484281,0.092764035,1.2925035,0.002861800274871321,451.64,MANAGE,Risk Mitigation + Premium Adjustment
8477,518.3911178610208,312.35999652385715,2.8241365,0.29818857,0.092764035,1.2925035,0.0029053509477889794,444.87,MANAGE,Risk Mitigation + Premium Adjustment
8478,1028.6298536480579,157.0599306968166,70.10583,0.014162875,0.00020009473,6.930318e-05,2.9355804561555286e-07,236.08,PROTECT,VIP Treatment + Loyalty Rewards
8479,-88.21837516767177,153.00229590953444,0.3862042,0.9249277,6.620854e-05,0.00020409047,8.847724695829228e-07,230.67,DEVELOP,Cross-sell + Value Enhancement
8480,69.02055219569398,142.90976188659667,1.7763281,0.43047872,0.18770912,2.945238,0.013318432275496611,221.14,EXIT,Gradual Exit + Non-renewal
8480,-0.13590624487118846,147.87476188659667,1.1631868,0.576714,0.18770912,2.945238,0.012931322942585706,227.76,EXIT,Gradual Exit + Non-renewal
8481,-30.145162454216685,69.63250000000001,1.5569863,0.47390127,0.00017209651,0.0,0.0,119.51,DEVELOP,Cross-sell + Value Enhancement
8482,517.2055387425287,81.11998199462892,344.51828,0.0028983941,0.6818132,84.74502,0.3419619804913691,247.82,MANAGE,Risk Mitigation + Premium Adjustment
8482,292.7841725811288,86.66575653076171,8.717226,0.108380124,0.6818132,84.77924,0.33212898013491454,255.26,MANAGE,Risk Mitigation + Premium Adjustment
8482,4.936835849107301,87.62575653076175,1.7946568,0.42719483,0.6818132,84.77924,0.3304718307836527,256.54,EXIT,Gradual Exit + Non-renewal
8483,560.785370056266,147.88106422424318,8.467758,0.1113884,0.35537806,13.543936,0.05598981304570829,241.9,MANAGE,Risk Mitigation + Premium Adjustment
8483,284.84174032376404,152.41856422424314,3.6564016,0.23928231,0.35537806,13.543936,0.05462365709117498,247.95,MANAGE,Risk Mitigation + Premium Adjustment
8483,54.37738461511443,166.55322383880616,1.4647956,0.49474353,0.35537806,13.561776,0.05082743482945,266.82,EXIT,Gradual Exit + Non-renewal
8484,714.678891597324,199.36,7.1504245,0.13051292,0.000103676495,0.0,0.0,292.48,PROTECT,VIP Treatment + Loyalty Rewards
8484,437.24407001139383,205.9375,3.7963476,0.23157403,0.000103676495,0.0,0.0,301.25,PROTECT,VIP Treatment + Loyalty Rewards
8484,349.49506550869876,202.5475,3.1747222,0.27020255,0.000103676495,0.0,0.0,296.73,PROTECT,VIP Treatment + Loyalty Rewards
8485,-463.4921768416793,-59.834824218749986,20.434437,0.047758896,0.749196,253.38232,0.8899038535410739,284.73,EXIT,Gradual Exit + Non-renewal
8485,-102.3884200802165,-51.29232421874997,0.32640997,0.9532823,0.749196,253.38232,0.8556744705482574,296.12,EXIT,Gradual Exit + Non-renewal
8486,-70.97501591562079,189.46743620967146,0.5076647,0.86051583,8.570012e-05,6.379033e-05,2.28401763642979e-07,279.29,DEVELOP,Cross-sell + Value Enhancement
8486,-93.63737652737693,196.79493620967145,0.29284713,0.9671154,8.570012e-05,6.379033e-05,2.2068196418683876e-07,289.06,DEVELOP,Cross-sell + Value Enhancement
8487,1291.4183295867533,195.0398568507872,63.604336,0.015599243,7.993617e-05,0.00014314921,4.99264832650884e-07,286.72,PROTECT,VIP Treatment + Loyalty Rewards
8487,858.0122064487175,194.25235685078718,10.529205,0.09060333,7.993617e-05,0.00014314921,5.010999153486941e-07,285.67,PROTECT,VIP Treatment + Loyalty Rewards
8487,236.45323596659247,196.38985685078717,2.4563365,0.3344293,7.993617e-05,0.00014314921,4.961500513574846e-07,288.52,PROTECT,VIP Treatment + Loyalty Rewards
8488,351.9798228947935,245.7528486633301,2.6275141,0.3165405,0.18607917,4.2246513,0.011736120611911887,359.97,MANAGE,Risk Mitigation + Premium Adjustment
8488,364.61076334058123,247.10284866333006,2.6843162,0.311014,0.18607917,4.2246513,0.01167772711023557,361.77,MANAGE,Risk Mitigation + Premium Adjustment
8488,362.1321096161445,223.90985622406004,2.9449992,0.28791547,0.18607917,4.115144,0.012443736848926343,330.7,MANAGE,Risk Mitigation + Premium Adjustment
8489,366.7808631970918,159.63469022750854,4.3578787,0.20504478,0.27742872,6.68031,0.02689119141973857,248.42,MANAGE,Risk Mitigation + Premium Adjustment
8489,414.76729112408145,149.33719022750853,5.443725,0.1678127,0.27742872,6.68031,0.02846439887720591,234.69,MANAGE,Risk Mitigation + Premium Adjustment
8489,508.25806587501813,150.21469022750856,7.0359855,0.13248852,0.27742872,6.68031,0.028323199238919083,235.86,MANAGE,Risk Mitigation + Premium Adjustment
8490,1325.5247189919555,207.13750000000002,43.480247,0.022736486,0.0003863762,0.0,0.0,302.85,PROTECT,VIP Treatment + Loyalty Rewards
8491,98.31137831166306,36.77002166748048,13.372944,0.07205039,0.60259265,127.78248,0.519293202472953,246.07,MANAGE,Risk Mitigation + Premium Adjustment
8491,-53.46949982396904,42.305021667480446,1.6746423,0.44961783,0.60259265,127.78248,0.5041723351056205,253.45,EXIT,Gradual Exit + Non-renewal
8491,-41.189096504122574,40.38502166748046,2.1197982,0.37608618,0.60259265,127.78248,0.5093167457153316,250.89,EXIT,Gradual Exit + Non-renewal
8492,400.8638432370954,133.94371944699438,6.1610622,0.1498221,0.0002308177,0.008780553,4.277562725013756e-05,205.27,PROTECT,VIP Treatment + Loyalty Rewards
8493,587.2224391878462,141.6025,10.134108,0.09396442,0.00026203413,0.0,0.0,215.47,PROTECT,VIP Treatment + Loyalty Rewards
8494,-392.14612023522136,-54.16534667968753,13.375219,0.07203861,0.7615802,202.29285,0.9024082021666036,224.17,EXIT,Gradual Exit + Non-renewal
8494,-645.1391942422941,-94.60812866210935,16.589764,0.058497358,0.7615802,238.36313,1.0917061860497819,218.34,EXIT,Gradual Exit + Non-renewal
8494,-386.13385242508576,-141.3548016357422,2.8877008,0.29269707,0.7615802,249.1248,1.4623432826704752,170.36,EXIT,Gradual Exit + Non-renewal
8495,744.5982564317098,113.63499999999999,132.7873,0.007502545,0.0003360536,0.0,0.0,178.18,PROTECT,VIP Treatment + Loyalty Rewards
8496,1086.5321369394344,163.51749999999998,81.21428,0.012237626,0.018691989,0.0,0.0,244.69,PROTECT,VIP Treatment + Loyalty Rewards
8497,-1280.6110486897874,-190.16180908203125,22.555521,0.043366622,0.9017547,401.0418,1.3027605544504655,307.84,EXIT,Gradual Exit + Non-renewal
8497,-164.7629695556227,-182.56869506835938,0.7744704,0.7250607,0.9017547,428.0687,1.2092336018880208,354.0,EXIT,Gradual Exit + Non-renewal
8498,349.34226283409066,68.185,31.359997,0.031384706,7.577784e-05,0.0,0.0,117.58,PROTECT,VIP Treatment + Loyalty Rewards
8498,9.35288232571491,69.07000000000001,2.284153,0.35454455,7.577784e-05,0.0,0.0,118.76,DEVELOP,Cross-sell + Value Enhancement
8499,818.7322974420948,202.11966945648194,8.770488,0.10775874,0.36367956,8.025331,0.026153068316229114,306.86,MANAGE,Risk Mitigation + Premium Adjustment
8499,187.4343578585345,203.26716945648192,2.065948,0.38371104,0.36367956,8.025331,0.026023316396504643,308.39,MANAGE,Risk Mitigation + Premium Adjustment
8499,207.23940769289797,184.7496694564819,2.3893461,0.34198302,0.36367956,8.025331,0.028288087922164494,283.7,MANAGE,Risk Mitigation + Premium Adjustment
8500,-8.047977600795699,94.70203369140626,1.5179787,0.48251298,0.6717432,116.85297,0.37848340451057116,308.74,EXIT,Gradual Exit + Non-renewal
8500,-47.84471384784115,103.39449890136717,0.95791113,0.64793456,0.6717432,120.873,0.37112899106092545,325.69,EXIT,Gradual Exit + Non-renewal
8500,-18.957421335876898,124.14432891845703,1.1362339,0.5852588,0.6717432,118.44567,0.3383002144451701,350.12,EXIT,Gradual Exit + Non-renewal
8501,-622.1474847853221,-194.45164672851564,3.9271834,0.22480094,0.6844673,225.96915,3.2896949589243794,68.69,EXIT,Gradual Exit + Non-renewal
8501,-29.21375097770935,115.27014129638673,1.0898523,0.6005056,0.6844673,65.90986,0.24571226775877303,268.24,EXIT,Gradual Exit + Non-renewal
8501,-11.184080434804413,116.20764129638673,1.2696208,0.5450814,0.6844673,65.90986,0.24457255817883142,269.49,EXIT,Gradual Exit + Non-renewal
8502,87.34359688819649,113.00236511230469,2.3825343,0.34276992,0.6923616,92.560135,0.3077643720289121,300.75,EXIT,Gradual Exit + Non-renewal
8502,5.179918486493504,144.4720721435547,1.2262366,0.5575834,0.6923616,92.67293,0.2702937871330727,342.86,EXIT,Gradual Exit + Non-renewal
8502,143.58026548751505,141.02265991210936,2.4752114,0.3323598,0.6923616,93.42984,0.27538491492879014,339.27,MANAGE,Risk Mitigation + Premium Adjustment
8503,543.5134243401419,188.005,5.38842,0.16938026,7.865526e-05,0.0,0.0,277.34,PROTECT,VIP Treatment + Loyalty Rewards
8503,408.3396776871732,169.54749999999999,4.4990487,0.19930021,7.865526e-05,0.0,0.0,252.73,PROTECT,VIP Treatment + Loyalty Rewards
8503,364.68130192904056,169.54749999999999,4.024176,0.22002865,7.865526e-05,0.0,0.0,252.73,PROTECT,VIP Treatment + Loyalty Rewards
8504,554.250414029331,118.89994099342073,14.215799,0.06792712,0.00016375456,5.900658e-05,3.1861003914362196e-07,185.2,PROTECT,VIP Treatment + Loyalty Rewards
8505,84.50631910712174,137.94111652008257,1.9691683,0.39819905,0.00012992734,0.0013834799,6.569542321202037e-06,210.59,DEVELOP,Cross-sell + Value Enhancement
8505,104.86225641550266,198.4294299816899,1.5924432,0.46632373,0.00012992734,0.0005700183,1.9572116127586877e-06,291.24,PROTECT,VIP Treatment + Loyalty Rewards
8506,116.8223965194589,185.84730666160584,1.7565658,0.43407443,0.25392804,2.2701933,0.008181171712112743,277.49,MANAGE,Risk Mitigation + Premium Adjustment
8506,158.58568532314487,185.65230666160585,2.0389886,0.38764265,0.25392804,2.2701933,0.008188844419414079,277.23,MANAGE,Risk Mitigation + Premium Adjustment
8506,199.95783241902265,175.84980666160584,2.4463782,0.3355313,0.25392804,2.2701933,0.008594008700765312,264.16,MANAGE,Risk Mitigation + Premium Adjustment
8507,89.68392524363482,190.98386184692384,1.5448742,0.47654378,0.36986646,13.123638,0.04391967522196771,298.81,EXIT,Gradual Exit + Non-renewal
8507,64.0946221167549,195.4613618469238,1.3597618,0.5206973,0.36986646,13.123638,0.043059381039032,304.78,EXIT,Gradual Exit + Non-renewal
8507,189.03497097463585,194.02886184692383,2.1626866,0.37022194,0.36986646,13.123638,0.0433309279660454,302.87,MANAGE,Risk Mitigation + Premium Adjustment
8508,3.720323408021103,47.451557354331015,3.1245415,0.27388507,0.0006729532,0.018442646,0.00020500940050003846,89.96,DEVELOP,Cross-sell + Value Enhancement
8508,-96.94525196524563,48.45655735433101,0.3601898,0.9377324,0.0006729532,0.018442646,0.000202000500207924,91.3,DEVELOP,Cross-sell + Value Enhancement
8509,1029.4173636983667,256.92811401717364,8.195471,0.11486813,0.00091231335,0.016885983,4.572924992241813e-05,369.26,PROTECT,VIP Treatment + Loyalty Rewards
8509,766.2193941692174,432.0288536161184,2.8601544,0.29505217,0.00091231335,0.071146384,0.00011802651606099687,602.8,PROTECT,VIP Treatment + Loyalty Rewards
8509,114.87021719720018,261.1431140171736,1.3397132,0.52594334,0.00091231335,0.016885983,4.5043701521425845e-05,374.88,PROTECT,VIP Treatment + Loyalty Rewards
8509,516.0421930758529,256.92811401717364,3.4508638,0.25157368,0.00091231335,0.016885983,4.572924992241813e-05,369.26,PROTECT,VIP Treatment + Loyalty Rewards
8510,639.1390023204226,143.72006607055664,11.706351,0.08187684,0.39107507,25.467434,0.10096108594427497,252.25,MANAGE,Risk Mitigation + Premium Adjustment
8510,490.3187822163791,150.31543754577638,6.6754622,0.13912189,0.39107507,25.487062,0.09762539722765401,261.07,MANAGE,Risk Mitigation + Premium Adjustment
8510,187.7807870568012,150.31543754577638,2.7321272,0.30650768,0.39107507,25.487062,0.09762539722765401,261.07,MANAGE,Risk Mitigation + Premium Adjustment
8511,31.39086795569353,184.47378845214845,1.2073556,0.56318974,0.1515391,2.7887115,0.010091230497020308,276.35,EXIT,Gradual Exit + Non-renewal
8511,46.0942682304032,175.30878845214843,1.3523604,0.5226226,0.1515391,2.7887115,0.010558102252116619,264.13,EXIT,Gradual Exit + Non-renewal
8511,104.43282061823798,238.81464136123657,1.3795702,0.51560926,0.1515391,3.7528586,0.010719696760157183,350.09,MANAGE,Risk Mitigation + Premium Adjustment
8512,35.60223859042918,163.5427299359441,1.3473247,0.5239401,0.0038690325,0.034770064,0.00014205198372316724,244.77,DEVELOP,Cross-sell + Value Enhancement
8513,-332.7001041663419,-370.6945288085937,1.1062118,0.5950477,0.8409629,554.0795,2.043216788880425,271.18,EXIT,Gradual Exit + Non-renewal
8513,-708.1228340987407,-369.6745288085937,2.3655014,0.3447532,0.8409629,554.0795,2.0330209466815647,272.54,EXIT,Gradual Exit + Non-renewal
8514,16.696389580250806,159.835,1.2287202,0.55685353,0.1715622,0.0,0.0,239.78,EXIT,Gradual Exit + Non-renewal
8515,528.7572092448913,133.27692657470703,9.500272,0.09990969,0.5404179,65.03307,0.2234199306901641,291.08,MANAGE,Risk Mitigation + Premium Adjustment
8515,-52.289244721445364,139.93824188232423,0.75721705,0.7330317,0.5404179,64.91926,0.21653466568051694,299.81,EXIT,Gradual Exit + Non-renewal
8516,1044.4333874685153,159.1975,70.489746,0.014086329,8.435372e-05,0.0,0.0,238.93,PROTECT,VIP Treatment + Loyalty Rewards
8516,472.9089837514781,162.7825,5.6130347,0.16318877,8.435372e-05,0.0,0.0,243.71,PROTECT,VIP Treatment + Loyalty Rewards
8516,355.91147993280094,162.7825,4.131138,0.21499412,8.435372e-05,0.0,0.0,243.71,PROTECT,VIP Treatment + Loyalty Rewards
8517,-78.11659713778435,71.35256191536784,0.71397233,0.7535545,0.0005985698,0.0049380846,4.0539238421790326e-05,121.81,DEVELOP,Cross-sell + Value Enhancement
8517,-59.01300303519413,75.46256191536784,1.0046271,0.6304223,0.0005985698,0.0049380846,3.879397149939727e-05,127.29,DEVELOP,Cross-sell + Value Enhancement
8517,-34.39235148484941,83.10506191536783,1.299752,0.53669864,0.0005985698,0.0049380846,3.591856729821268e-05,137.48,DEVELOP,Cross-sell + Value Enhancement
